access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids.station,ev_network_ids.posts,access,has_level2,has_dc_fast,total_ports,charging_type
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,374730,NA,12/31/2024,NA,NA,FALSE,E,NA,NA,Tsawwassen Terrace,888-356-8911,10/24/2025 6:25,GPS,49.03236,-123.07066,Tsawwasen,CA,NA,NA,BC,5521 16th Ave,V4M 2H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(7.2, 7.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",0ac08122-264c-4098-8536-66b3f15796fe,"3a4cdffe-0ae5-4690-871b-dad67a1df561, c3626c7a-9e91-4302-818f-5e0acf554838",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,374777,NA,1/1/2025,NA,NA,FALSE,E,NA,NA,Del Rio,888-356-8911,10/24/2025 6:25,GPS,49.08982,-123.06934,Delta,CA,NA,NA,BC,4777 55B St,V4K 3B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",de1b9de0-64f7-468e-b7dd-078d78cbe439,"5f632905-cc8d-41e9-b24b-5971696957ee, b5006fae-9e03-4d67-967d-577b3c78c926",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,374929,NA,1/4/2025,NA,NA,FALSE,E,NA,NA,Okanagan College - Salmon Arm Campus,888-356-8911,10/24/2025 6:08,GPS,50.704405,-119.255644,Salmon Arm,CA,NA,NA,BC,2552 10th Ave NE,V1E 2S4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",d6f03b91-a8f6-47c4-9b02-ec7dab6913e7,"1cc0a1fd-28d0-4ad7-a104-b850f5d46bc7, a94e3504-80c6-4a7c-9cf7-ab17e3fa13e2",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,384937,NA,2/25/2025,NA,NA,FALSE,E,NA,NA,Rogers Tower - P5 - 2,888-356-8911,10/24/2025 6:25,GPS,49.2883853,-123.1178323,Vancouver,CA,NA,NA,BC,501 - 1067 West Cordova Street,V6C 1C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,8,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0)",fdef4a15-b360-4caa-a68e-ede3f0eda601,"08f10832-7d74-461c-a950-6f7623199632, 1397c07b-2d21-4dc7-95a5-02f47d53228a, 18b89dbb-f457-43e7-a91f-7ad6579f1088, 6a050a8b-5ab8-46bb-ac03-ef517e065f71, bc52ade0-acce-42e7-a7b1-cad79f7cab8a, c194d03e-b5ad-4f45-a923-132503a3b43e, e45b265e-bfdc-4f68-a1f2-d9a3115d6523, e5d94214-18cf-41b4-84d1-db94502efd8d",public,TRUE,FALSE,8,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,384938,NA,2/25/2025,NA,NA,FALSE,E,NA,NA,Rogers Tower - P5 - 3,888-356-8911,10/24/2025 6:25,GPS,49.2883853,-123.1176323,Vancouver,CA,NA,NA,BC,501 - 1067 West Cordova Street,V6C 1C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,8,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0)",575e3d7e-192e-4f92-9e86-69a31936851b,"123cb363-a13a-4996-879a-e63c81cbe4b6, 27b65d47-7480-4e9f-a57d-f688ad677c35, 5b251697-6137-4610-bfb2-7db1e89c34e5, 9b9b20b2-a419-4738-9ae5-16187c20a3c1, a836b34b-28ce-499d-b609-183db3f10b1a, be957ecb-90a3-4ef2-afcb-ef5acd293241, d8c9b4a6-47a9-420c-a5ef-6c1fc4596e9c, f9886fde-d32c-4d18-8d27-52a2de6c9f4d",public,TRUE,FALSE,8,Level 2 Only
public,24 hours daily,NA,A D Debit M V,1/13/2025,NA,ELEC,Public,374994,LD,12/20/2024,P,NA,FALSE,E,NA,SHOPPING_CENTER,St Edwards Crossing - Tesla Supercharger,877-798-3752,5/6/2025 21:07,GPS,49.191192,-123.111919,Richmond,CA,NA,NA,BC,3100 St Edwards Dr,V6X 4C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TESLA,20,NA,0,Tesla,https://www.tesla.com/supercharger,NA,$0.25 per kWh,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,"0,25 $ par jour","c(""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla"", ""Tesla""), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast""), list(list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list()), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",NA,NA,public,FALSE,TRUE,20,DC Fast Only
public,24 hours daily,NA,NA,3/7/2025,NA,ELEC,Public,386592,LD,3/31/2024,P,NA,FALSE,E,ZEVIP,SHOPPING_CENTER,Park Royal Shopping Centre Hold,NA,4/24/2025 19:54,GPS,49.3268546,-123.1212782,Vancouver,CA,NA,NA,BC,1755 Lions Gate Ln,V7P 0C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,5,Non-Networked,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,NA,"c(""Non-Networked"", ""Non-Networked"", ""Non-Networked"", ""Non-Networked"", ""Non-Networked""), c(1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2""), list(""ZEVIP"", ""ZEVIP"", ""ZEVIP"", ""ZEVIP"", ""ZEVIP""), c(NA, NA, NA, NA, NA), c(1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,5,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375324,NA,1/9/2025,NA,NA,FALSE,E,NA,NA,TZED EV1,888-758-4389,10/24/2025 5:05,GPS,49.121951,-125.889219,Tofino,CA,NA,NA,BC,1258 Pacific Rim Hwy,V0R 2Z0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 7.7, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL14235283,23703983,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375325,NA,1/9/2025,NA,NA,FALSE,E,NA,NA,TZED EV2,888-758-4389,10/24/2025 5:05,GPS,49.121747,-125.889104,Tofino,CA,NA,NA,BC,1258 Pacific Rim Hwy,V0R 2Z0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 7.7, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL14235293,23703993,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375333,NA,1/9/2025,NA,NA,FALSE,E,NA,NA,"Fort St-John Co-op Fuel Bar - 11432 100th Street, Fort St-John",888-356-8911,10/24/2025 6:25,GPS,56.260791,-120.848784,Fort St. John,CA,NA,NA,BC,11432 100th Street,V1J 2S0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",fc706dee-9cfe-41c2-81e6-55d5158a4286,"0ce5b549-7f08-4770-9208-f518ffd77438, 5578dc00-e17a-42b6-9193-d9c2dd8d2af1",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375417,NA,1/10/2025,NA,NA,FALSE,E,NA,NA,Wire Cache - Level 2 Station,888-356-8911,10/24/2025 6:25,GPS,51.6849507,-119.4209297,Thompson-Nicola B,CA,NA,NA,BC,4334 S Yellowhead Hwy,V0E 1C0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"FLO, 1, 2, list(list()), 7.2, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",238c191c-66ba-40b7-8766-6c6b29b816a7,beda22ea-40ce-4942-ab6f-d6670afa46bf,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375421,NA,1/10/2025,NA,NA,FALSE,E,NA,NA,BC Hydro - Colwood - Quarry Park,866-338-3369,10/24/2025 6:58,GPS,48.40364897,-123.4957556,Colwood,CA,NA,NA,BC,3588 Quarry St,V9C 4L2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",8,NA,0,BCHYDRO,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO"", ""BCHYDRO""), c(1, 1, 1, 1, 1, 1, 1, 1), c(""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast""), list(list(), list(), list(), list(), list(), list(), list(), list()), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, 180, NA, NA, NA, NA, NA, NA), c(0, 1, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0), c(180, NA, 180, 180, 180, 180, 180, 180), c(1, 0, 1, 1, 1, 1, 1, 1)",517461ab-e56f-49f9-a9ee-3ef8ec0b831b,"18545f02-cdea-4857-bb61-b0ad1ca35c94, 363b6ce6-7e25-41b6-ba98-86694daa26f7, 5b88a9cb-4a1b-4452-b90d-6cd751a7768d, 91b27fa3-336b-46b3-8b6b-0d1c657041e1, a2b06767-35aa-4a9e-8302-0eb98819ca17, a6c30dd3-0bc1-4803-83b2-c7f232daf036, b5a02034-b4de-4e7e-b10c-8cfdaaf6b338, b7b33fb2-3f9e-43c6-a118-8c867d5ef28e",public,FALSE,TRUE,8,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375474,NA,1/11/2025,NA,NA,FALSE,E,ZEVIP,NA,Four Rivers - Vanderhoof Food Store - 188 Stewart Street East,888-356-8911,10/24/2025 6:25,GPS,54.015786,-124.007574,Vanderhoof,CA,NA,NA,BC,188 Stewart St E,V0J 3A0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(""ZEVIP"", ""ZEVIP""), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",1d5ee7d1-a6eb-46df-ab0f-8d3efcc9bc87,"614bf85e-510d-490f-835c-5a5a8d88b9af, 7dba9969-4e61-484b-91f9-5c80d5ca69c9",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375475,NA,1/11/2025,NA,NA,FALSE,E,ZEVIP,NA,Four Rivers - Westgate Gas Bar - 6749 Westgate Avenue,888-356-8911,10/24/2025 6:25,GPS,53.860083,-122.802444,Prince George,CA,NA,NA,BC,6749 Westgate Ave,V2N 5T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(""ZEVIP"", ""ZEVIP""), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",54776905-4263-452a-a982-dab07233a253,"4a4fdaca-ac2b-495c-ae0d-79fc12a2d277, b942b949-2ac4-4da3-9d71-42c8b55f54da",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375635,NA,1/15/2025,NA,NA,FALSE,E,ZEVIP,NA,"Cranberry Ave Fuel Bar - 1350 Cranberry Ave, Nanaimo",888-356-8911,10/24/2025 6:25,GPS,49.127485,-123.919576,Nanaimo,CA,NA,NA,BC,1350 Cranberry Ave,V9R 6Z7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(""ZEVIP"", ""ZEVIP""), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(100, 50), c(1, 1)",55ff1eac-c8ed-4467-bb66-68aff9d76d8c,"1bfb369c-b879-44e6-ba0d-eac249b3c088, 2ea58bd3-e455-4447-9922-503c6755b66e",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375636,NA,1/15/2025,NA,NA,FALSE,E,NA,NA,Parksville Fuel Bar - 1401 Alberni Highway,888-356-8911,10/24/2025 6:25,GPS,49.306356,-124.36131,Parksville,CA,NA,NA,BC,1401 - Alberni Highway,V9P 2B8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 100), c(1, 1)",fe2c7fd8-2315-446c-9182-5744cf4a18c0,"8dfc9321-99d8-4bcb-a272-549cd29e9acd, 8e43c59a-916d-4687-85b2-96162e5c1ffe",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,375744,NA,1/16/2025,NA,NA,FALSE,E,ZEVIP,NA,"JPD - Walnut Grove, Langley",888-356-8911,10/24/2025 6:25,GPS,49.1633003,-122.6401491,Langley,CA,NA,NA,BC,8850 Walnut Grove Drive,V1M 0E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(""ZEVIP"", ""ZEVIP"", ""ZEVIP"", ""ZEVIP""), c(6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",ef553f52-f391-430a-b6f2-751e7cfc2cf5,"43f8faa6-253f-42e3-8149-0498f97066de, 46d81070-fc34-402b-a298-ea7e7217e05b, 8f2e18bd-643b-4e46-ac63-bf5a91f5ad23, b3f3de61-80c5-4360-8448-fc635fea6f84",public,TRUE,FALSE,4,Level 2 Only
